Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
461.0,Terquavion Smith,PG,21,PHI,12,0.0,5.8,1.3,3.3,0.4,1.0,2.6,0.387,0.3,0.8,0.444,0.55,0.2,0.3,0.667,0.0,0.2,0.2,0.8,0.6,0.0,0.3,0.3,3.8
462.0,Jeremy Sochan,PF,20,SAS,60,59.0,29.4,4.5,10.2,0.44,1.0,2.8,0.335,3.5,7.3,0.481,0.487,1.4,1.9,0.768,1.8,4.3,6.1,3.4,0.8,0.4,1.9,2.3,11.3
463.0,Pat Spencer,PG,27,GSW,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
464.0,Jaden Springer,SG-PG,21,TOT,36,1.0,10.7,1.3,3.4,0.385,0.2,1.1,0.211,1.1,2.3,0.464,0.418,0.8,0.9,0.824,0.8,0.9,1.7,1.0,0.7,0.3,0.7,1.4,3.6
465.0,Lamar Stevens,PF,26,TOT,26,1.0,10.3,2.2,4.2,0.523,0.3,0.5,0.5,1.9,3.7,0.526,0.555,0.7,0.9,0.708,0.8,1.8,2.6,0.6,0.3,0.5,0.7,1.1,5.3
466.0,Isaiah Stewart,PF,22,DET,37,36.0,30.7,4.1,8.7,0.471,1.5,3.9,0.382,2.6,4.8,0.542,0.556,1.5,2.0,0.74,1.8,5.2,6.9,1.7,0.4,0.8,1.5,2.4,11.2
467.0,Julian Strawther,SF,21,DEN,39,0.0,12.7,1.9,5.1,0.375,1.0,3.2,0.304,0.9,1.9,0.493,0.47,0.5,0.6,0.72,0.1,1.2,1.3,1.1,0.4,0.2,0.4,1.2,5.3
468.0,Max Strus,SF,27,CLE,59,59.0,32.2,4.4,10.7,0.415,2.4,7.1,0.341,2.0,3.6,0.561,0.528,1.1,1.3,0.785,0.9,3.9,4.8,3.8,0.9,0.5,1.5,2.6,12.3
469.0,Jalen Suggs,SG,22,ORL,55,55.0,26.6,4.4,9.6,0.457,2.1,5.2,0.392,2.3,4.4,0.533,0.563,1.4,1.9,0.76,0.7,2.5,3.2,2.5,1.4,0.6,1.9,2.8,12.3
470.0,Cole Swider,SF,24,MIA,11,0.0,5.0,0.8,2.3,0.36,0.5,1.7,0.263,0.4,0.5,0.667,0.46,0.2,0.2,1.0,0.1,0.3,0.4,0.4,0.1,0.1,0.5,0.2,2.3
471.0,Jae'Sean Tate,SF,28,HOU,53,9.0,17.1,1.8,3.7,0.47,0.4,1.3,0.304,1.4,2.4,0.558,0.523,0.4,0.6,0.688,1.0,2.3,3.3,1.1,0.7,0.2,0.5,2.3,4.3
472.0,Jayson Tatum,PF,25,BOS,56,56.0,35.9,9.2,19.3,0.476,3.1,8.4,0.364,6.1,10.9,0.561,0.555,5.6,6.8,0.826,0.8,7.7,8.5,4.8,1.0,0.6,2.5,2.0,27.1
473.0,Terry Taylor,PF,24,CHI,23,0.0,7.0,0.7,1.5,0.5,0.1,0.4,0.222,0.7,1.1,0.6,0.529,0.1,0.1,0.667,0.7,0.8,1.4,0.3,0.2,0.1,0.3,0.7,1.7
474.0,Garrett Temple,SG,37,TOR,16,0.0,4.3,0.5,1.3,0.381,0.1,0.6,0.222,0.4,0.8,0.5,0.429,0.3,0.4,0.833,0.3,0.4,0.7,0.4,0.2,0.0,0.3,0.4,1.4
475.0,Dalen Terry,SG,21,CHI,40,1.0,10.1,0.8,2.1,0.393,0.3,1.2,0.239,0.6,1.0,0.579,0.458,0.5,0.7,0.692,0.4,1.3,1.7,1.3,0.4,0.2,0.5,1.3,2.4
476.0,Daniel Theis,C,31,TOT,43,3.0,17.1,2.6,4.9,0.541,0.4,1.0,0.4,2.2,3.8,0.579,0.584,0.7,1.0,0.721,1.4,2.3,3.8,1.0,0.4,0.9,0.7,2.3,6.4
477.0,Cam Thomas,SG,22,BRK,48,33.0,29.8,7.5,17.3,0.437,2.0,5.6,0.36,5.5,11.7,0.474,0.495,3.8,4.5,0.839,0.4,2.5,2.9,2.7,0.8,0.3,1.8,2.1,20.9
478.0,Amen Thompson,SF,21,HOU,40,6.0,19.5,3.1,6.3,0.5,0.2,1.2,0.149,3.0,5.1,0.581,0.514,1.3,2.1,0.631,1.8,3.8,5.7,2.3,1.2,0.6,1.5,2.3,7.8
479.0,Ausar Thompson,SF,21,DET,59,34.0,24.8,3.7,7.5,0.495,0.3,1.6,0.188,3.4,5.9,0.58,0.516,1.1,1.8,0.589,2.1,4.3,6.4,1.9,1.1,0.9,1.3,2.8,8.8
480.0,Klay Thompson,SF,33,GSW,56,50.0,30.2,6.1,14.5,0.42,3.3,8.8,0.378,2.8,5.7,0.484,0.535,1.7,1.8,0.922,0.5,3.1,3.5,2.2,0.6,0.5,1.5,1.8,17.1
481.0,Tristan Thompson,C,32,CLE,36,0.0,12.4,1.7,2.6,0.649,0.0,0.0,0.0,1.7,2.6,0.656,0.649,0.4,1.2,0.31,1.6,2.3,3.9,1.1,0.2,0.3,0.6,1.4,3.8
482.0,JT Thor,PF,21,CHO,46,1.0,12.8,1.1,3.0,0.364,0.4,1.3,0.317,0.7,1.7,0.4,0.432,0.2,0.3,0.538,0.8,1.6,2.4,0.4,0.2,0.4,0.3,1.0,2.8
483.0,Matisse Thybulle,SF,26,POR,56,19.0,23.3,1.9,4.9,0.387,1.2,3.6,0.338,0.7,1.3,0.529,0.513,0.3,0.4,0.792,0.4,1.5,1.9,1.3,1.8,0.8,0.6,1.4,5.4
484.0,Xavier Tillman Sr.,C-PF,25,TOT,36,13.0,19.9,2.5,6.0,0.419,0.3,1.5,0.226,2.2,4.6,0.482,0.447,0.5,1.2,0.419,1.6,2.8,4.4,1.6,1.2,1.0,0.8,1.7,5.9
485.0,Jacob Toppin,SF,23,NYK,8,0.0,4.6,0.6,1.1,0.556,0.1,0.5,0.25,0.5,0.6,0.8,0.611,0.3,0.3,1.0,0.4,0.5,0.9,0.4,0.0,0.1,0.1,0.4,1.6
486.0,Obi Toppin,PF,25,IND,61,28.0,22.2,4.1,7.3,0.562,1.3,3.2,0.4,2.8,4.1,0.687,0.649,1.0,1.3,0.747,1.1,2.8,3.9,1.6,0.5,0.5,0.9,1.8,10.5
487.0,Juan Toscano-Anderson,SF,30,SAC,11,0.0,4.8,0.3,1.1,0.25,0.1,0.4,0.25,0.2,0.7,0.25,0.292,0.0,0.0,0.4,0.9,1.3,0.4,0.1,0.1,0.2,1.0,0.6,
488.0,Karl-Anthony Towns,PF,28,MIN,58,58.0,33.0,7.9,15.6,0.51,2.3,5.3,0.43,5.7,10.3,0.551,0.583,4.2,4.8,0.878,1.5,7.0,8.5,2.9,0.7,0.7,2.8,3.3,22.3
489.0,Gary Trent Jr.,SG,25,TOR,55,25.0,26.8,4.3,10.4,0.416,2.4,5.8,0.406,1.9,4.5,0.428,0.53,0.7,1.0,0.704,0.3,2.1,2.3,1.5,0.9,0.1,0.7,1.3,11.7
490.0,Oscar Tshiebwe,PF,24,IND,8,0.0,5.3,1.3,2.5,0.5,0.0,0.0,1.3,2.5,0.5,0.5,0.8,1.0,0.75,1.0,1.0,2.0,0.3,0.3,0.1,0.0,0.4,3.3,
491.0,P.J. Tucker,PF,38,TOT,18,3.0,14.9,0.3,1.1,0.3,0.3,0.9,0.313,0.1,0.2,0.25,0.425,0.2,0.2,1.0,0.9,1.7,2.7,0.4,0.5,0.2,0.3,2.1,1.1
492.0,Myles Turner,C,27,IND,57,57.0,27.3,6.2,11.8,0.527,1.3,4.0,0.33,4.9,7.8,0.628,0.583,3.5,4.4,0.788,1.6,5.5,7.1,1.3,0.6,1.8,1.5,3.2,17.2
493.0,Hunter Tyson,PF,23,DEN,10,0.0,3.0,0.2,1.0,0.2,0.1,0.8,0.125,0.1,0.2,0.5,0.25,0.0,0.0,0.1,0.7,0.8,0.1,0.0,0.0,0.2,0.6,0.5,
494.0,Stanley Umude,SG,24,DET,17,0.0,11.2,1.5,3.1,0.481,1.0,1.8,0.548,0.5,1.2,0.381,0.644,1.3,1.4,0.917,0.2,1.6,1.8,0.5,0.2,0.3,0.6,1.6,5.2
495.0,Jonas Valančiūnas,C,31,NOP,61,61.0,25.2,5.4,9.5,0.569,0.5,1.5,0.351,4.9,7.9,0.612,0.598,2.2,2.7,0.795,2.6,6.9,9.5,2.2,0.4,1.0,1.4,2.8,13.5
496.0,Jarred Vanderbilt,PF,24,LAL,29,6.0,20.0,2.0,3.9,0.518,0.3,0.9,0.296,1.8,3.0,0.586,0.553,0.8,1.2,0.667,1.4,3.3,4.8,1.2,1.2,0.2,1.0,1.5,5.2
497.0,Fred VanVleet,PG,29,HOU,52,52.0,36.7,5.4,13.4,0.405,2.9,7.8,0.369,2.6,5.6,0.454,0.512,2.6,3.0,0.86,0.4,3.3,3.7,7.9,1.1,0.9,1.7,2.3,16.4
498.0,Devin Vassell,SG,23,SAS,55,49.0,32.0,7.2,15.2,0.471,2.5,6.7,0.376,4.7,8.5,0.546,0.554,2.5,3.1,0.794,0.4,3.3,3.7,3.9,1.0,0.4,1.5,1.0,19.3
499.0,Sasha Vezenkov,PF,28,SAC,35,0.0,12.6,2.1,4.7,0.448,1.1,2.9,0.38,1.0,1.9,0.554,0.564,0.3,0.4,0.769,0.9,1.6,2.5,0.4,0.5,0.2,0.3,1.0,5.6
500.0,Gabe Vincent,PG,27,LAL,5,0.0,25.4,2.4,6.4,0.375,0.4,3.4,0.118,2.0,3.0,0.667,0.406,0.2,0.4,0.5,0.4,0.6,1.0,3.0,1.2,0.0,0.4,2.4,5.4
501.0,Nikola Vučević,C,33,CHI,55,53.0,34.6,7.7,16.2,0.474,1.1,4.2,0.273,6.5,12.0,0.544,0.509,1.4,1.7,0.835,2.8,7.9,10.7,3.4,0.7,0.8,1.6,2.7,17.9
502.0,Dean Wade,PF,27,CLE,50,30.0,20.1,1.7,4.1,0.411,1.4,3.6,0.398,0.3,0.5,0.5,0.585,0.3,0.4,0.81,0.7,3.3,4.0,0.8,0.8,0.4,0.4,1.8,5.2
503.0,Franz Wagner,SF,22,ORL,52,52.0,33.1,7.7,15.9,0.481,1.5,5.0,0.308,6.1,10.9,0.561,0.53,3.8,4.4,0.855,1.1,4.5,5.6,4.1,1.1,0.4,2.1,2.3,20.6
504.0,Moritz Wagner,C,26,ORL,58,1.0,18.5,4.3,7.2,0.592,0.5,1.4,0.325,3.8,5.8,0.658,0.624,2.3,2.9,0.804,1.6,3.0,4.6,1.2,0.5,0.3,1.2,2.1,11.3
505.0,Ish Wainright,SF,29,POR,7,0.0,6.6,0.9,2.6,0.333,0.9,2.3,0.375,0.0,0.3,0.0,0.5,0.3,0.3,1.0,0.0,1.3,1.3,0.0,0.3,0.1,0.1,0.6,2.9
506.0,Jabari Walker,SF,21,POR,54,14.0,21.9,3.1,6.5,0.471,0.5,1.9,0.275,2.5,4.6,0.552,0.511,1.7,2.3,0.762,2.0,4.3,6.3,0.8,0.6,0.4,0.9,2.2,8.4
507.0,Jarace Walker,PF,20,IND,20,0.0,10.4,1.5,3.8,0.395,0.7,1.9,0.378,0.8,2.0,0.41,0.487,0.3,0.4,0.857,0.4,1.5,1.9,1.4,0.6,0.5,0.6,1.0,4.0
508.0,Lonnie Walker IV,SG,25,BRK,39,0.0,18.1,4.0,8.9,0.451,2.1,4.9,0.427,1.9,4.0,0.481,0.569,1.0,1.3,0.776,0.2,1.9,2.2,1.5,0.7,0.3,1.0,1.3,11.1
509.0,Cason Wallace,SG,20,OKC,59,9.0,20.5,2.6,5.1,0.505,1.2,2.8,0.413,1.4,2.3,0.618,0.619,0.4,0.5,0.793,0.6,1.6,2.3,1.4,0.8,0.4,0.4,1.6,6.7
510.0,Jordan Walsh,SF,19,BOS,4,0.0,8.3,0.3,1.3,0.2,0.0,0.8,0.0,0.3,0.5,0.5,0.2,0.0,0.0,0.5,2.3,2.8,0.5,0.5,0.3,0.5,1.3,0.5,
511.0,P.J. Washington,PF,25,TOT,52,24.0,29.6,5.1,11.4,0.446,1.8,5.5,0.321,3.3,5.9,0.564,0.524,1.4,2.0,0.689,1.2,4.1,5.3,2.1,0.9,0.8,1.5,2.5,13.3
512.0,TyTy Washington Jr.,Jr.,PG,22,MIL,5.0,0.0,4.2,0.2,1.4,0.143,0.2,0.6,0.333,0.0,0.8,0.0,0.214,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.4,0.0,0.6
513.0,Yuta Watanabe,SF,29,TOT,34,0.0,13.6,1.2,3.4,0.353,0.7,2.5,0.294,0.5,0.9,0.516,0.461,0.3,0.5,0.588,0.3,1.3,1.6,0.4,0.4,0.2,0.6,1.1,3.4
514.0,Lindy Waters III,III,SG,26,OKC,25.0,0.0,6.8,0.9,2.1,0.442,0.8,1.9,0.438,0.1,0.2,0.5,0.644,0.0,0.0,0.0,0.9,0.9,0.5,0.0,0.2,0.2,0.7,2.7
515.0,Trendon Watford,PF,23,BRK,42,0.0,11.8,2.3,4.3,0.539,0.3,0.9,0.368,2.0,3.4,0.585,0.578,1.0,1.1,0.894,0.8,1.8,2.6,1.3,0.4,0.2,0.7,1.6,6.0
516.0,Peyton Watson,SF,21,DEN,58,4.0,18.2,2.6,5.5,0.469,0.7,2.0,0.339,1.9,3.4,0.545,0.531,0.9,1.4,0.684,0.7,2.2,2.9,1.0,0.6,0.9,0.8,1.7,6.8
517.0,Victor Wembanyama,C,20,SAS,54,54.0,28.7,7.6,16.2,0.467,1.6,5.0,0.327,5.9,11.1,0.53,0.518,4.0,4.9,0.814,2.2,8.0,10.2,3.4,1.3,3.3,3.4,2.2,20.7
518.0,Blake Wesley,SG,20,SAS,39,1.0,12.9,1.5,3.1,0.492,0.1,0.7,0.138,1.4,2.4,0.602,0.508,0.7,1.1,0.614,0.3,0.9,1.2,2.5,0.5,0.1,0.8,1.4,3.9
519.0,Russell Westbrook,PG,35,LAC,58,10.0,22.6,4.4,9.8,0.452,0.6,2.4,0.268,3.8,7.4,0.51,0.484,1.6,2.3,0.677,1.4,3.7,5.1,4.4,1.1,0.4,2.0,1.8,11.1
520.0,Coby White,PG,23,CHI,60,60.0,36.6,6.8,15.2,0.449,2.8,7.3,0.383,4.1,8.0,0.508,0.54,2.9,3.4,0.835,0.6,4.2,4.8,5.3,0.7,0.2,2.2,2.3,19.3
521.0,Derrick White,SG,29,BOS,55,55.0,32.2,5.4,11.5,0.468,2.7,6.7,0.402,2.7,4.9,0.558,0.583,2.1,2.3,0.897,0.6,3.3,4.0,4.8,1.1,1.2,1.6,2.1,15.5
522.0,Cam Whitmore,SF,19,HOU,33,1.0,17.6,4.4,9.4,0.469,1.6,4.4,0.37,2.8,4.9,0.558,0.557,1.6,2.4,0.679,0.7,3.0,3.7,0.5,0.6,0.3,0.9,1.3,12.0
523.0,Aaron Wiggins,SG,25,OKC,56,0.0,14.3,2.4,4.2,0.575,0.8,1.5,0.512,1.6,2.6,0.612,0.67,0.6,0.8,0.786,0.7,1.6,2.3,0.9,0.5,0.1,0.6,1.2,6.2
524.0,Andrew Wiggins,SF,28,GSW,51,40.0,27.2,4.9,10.7,0.455,1.2,3.3,0.351,3.7,7.4,0.501,0.509,1.8,2.5,0.727,1.5,2.7,4.3,1.7,0.6,0.5,1.2,2.2,12.7
525.0,Lindell Wigginton,PG,25,MIL,3,0.0,2.7,0.7,1.7,0.4,0.0,0.7,0.0,0.7,1.0,0.667,0.4,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,2.0
526.0,Alondes Williams,SG,24,MIA,2,0.0,4.5,0.0,1.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,
527.0,Brandon Williams,PG,24,DAL,12,0.0,4.9,0.7,1.8,0.364,0.2,0.5,0.333,0.5,1.3,0.375,0.409,0.5,0.9,0.545,0.3,0.3,0.6,1.0,0.1,0.1,0.3,0.2,2.0
528.0,Grant Williams,PF,25,TOT,56,33.0,26.7,3.1,7.2,0.433,1.7,4.6,0.379,1.4,2.6,0.527,0.553,1.1,1.4,0.753,1.0,2.8,3.8,1.8,0.5,0.6,1.2,2.9,9.0
529.0,Jalen Williams,PF,22,OKC,53,53.0,32.0,7.6,13.9,0.544,1.5,3.4,0.447,6.1,10.6,0.575,0.598,2.6,3.2,0.807,0.5,3.5,4.1,4.6,1.0,0.5,1.7,2.6,19.3
530.0,Jaylin Williams,C,21,OKC,50,0.0,12.6,1.3,3.3,0.394,0.8,2.1,0.362,0.5,1.2,0.45,0.509,0.5,0.6,0.821,0.5,2.7,3.2,1.3,0.4,0.4,0.4,1.4,3.8
531.0,Jeenathan Williams,SG,24,HOU,11,0.0,6.9,1.3,2.7,0.467,0.1,0.3,0.333,1.2,2.5,0.481,0.483,0.4,0.6,0.571,0.7,0.2,0.9,0.5,0.2,0.0,0.2,0.8,3.0
532.0,Kenrich Williams,PF,29,OKC,48,1.0,14.6,1.7,3.8,0.459,0.8,2.0,0.398,0.9,1.7,0.53,0.566,0.1,0.2,0.3,0.7,2.1,2.8,1.2,0.5,0.1,0.4,1.4,4.3
533.0,Mark Williams,C,22,CHO,19,19.0,26.7,5.2,7.9,0.649,0.0,0.0,5.2,7.9,0.649,0.649,2.4,3.4,0.719,4.0,5.7,9.7,1.2,0.8,1.1,0.9,2.6,12.7,
534.0,Patrick Williams,PF,22,CHI,43,30.0,27.3,3.7,8.3,0.443,1.4,3.4,0.399,2.3,4.9,0.474,0.525,1.2,1.5,0.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0
535.0,Robert Williams,C,26,POR,6,0.0,19.8,2.8,4.3,0.654,0.0,0.0,2.8,4.3,0.654,0.654,1.2,1.5,0.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,
536.0,Vince Williams Jr.,SG,23,MEM,48,29.0,26.9,3.1,7.0,0.439,1.4,4.0,0.363,1.6,3.1,0.537,0.542,1.9,2.4,0.795,1.2,4.4,5.5,3.2,0.9,0.6,1.6,2.5,9.5
537.0,Ziaire Williams,SF,22,MEM,50,14.0,20.1,3.0,7.4,0.399,1.1,3.7,0.31,1.8,3.7,0.487,0.476,1.2,1.4,0.817,0.7,2.8,3.5,1.5,0.7,0.2,1.3,1.7,8.2
538.0,Zion Williamson,PF,23,NOP,50,50.0,30.6,8.7,15.2,0.575,0.1,0.3,0.385,8.6,14.9,0.578,0.578,4.6,6.7,0.685,1.7,3.7,5.5,5.1,0.9,0.5,2.6,2.3,22.1
539.0,Jalen Wilson,PF,23,BRK,21,1.0,14.0,1.7,3.7,0.468,0.6,1.4,0.433,1.1,2.2,0.489,0.552,0.9,1.0,0.905,1.0,1.4,2.4,1.1,0.3,0.0,0.2,1.0,5.0
540.0,Dylan Windler,SF,27,TOT,11,0.0,3.2,0.5,1.0,0.455,0.5,0.9,0.5,0.0,0.1,0.0,0.682,0.0,0.0,0.0,0.4,0.4,0.6,0.0,0.0,0.0,0.3,1.4,
541.0,James Wiseman,C,22,DET,40,0.0,14.3,2.5,3.8,0.654,0.0,0.1,0.0,2.5,3.8,0.662,0.654,0.8,1.3,0.62,1.5,2.6,4.2,0.7,0.2,0.6,0.8,2.1,5.8
542.0,Christian Wood,PF,28,LAL,50,1.0,17.4,2.5,5.3,0.466,0.7,2.3,0.307,1.8,3.0,0.587,0.532,1.3,1.9,0.702,0.8,4.3,5.1,1.0,0.3,0.7,1.0,1.4,6.9
543.0,Delon Wright,PG,31,TOT,36,1.0,14.2,1.4,3.6,0.397,0.4,1.2,0.381,1.0,2.5,0.404,0.458,0.8,1.0,0.829,0.4,1.4,1.8,2.5,1.1,0.3,0.3,0.6,4.1
544.0,Thaddeus Young,PF,35,TOT,24,6.0,15.4,2.3,3.8,0.611,0.0,0.3,0.167,2.3,3.5,0.643,0.617,0.2,0.5,0.417,1.5,2.0,3.5,2.1,0.8,0.1,0.5,1.8,4.8
545.0,Trae Young,PG,25,ATL,51,51.0,36.5,8.2,19.3,0.426,3.3,8.9,0.371,4.9,10.3,0.473,0.512,6.6,7.8,0.856,0.4,2.3,2.7,10.8,1.4,0.2,4.3,2.1,26.4
546.0,Omer Yurtseven,C,25,UTA,31,6.0,8.8,1.3,2.7,0.488,0.1,0.5,0.25,1.2,2.2,0.544,0.512,0.2,0.4,0.538,1.2,2.4,3.5,0.4,0.1,0.4,0.8,1.2,3.0
547.0,Cody Zeller,C,31,NOP,38,0.0,7.8,0.6,1.5,0.411,0.0,0.1,0.333,0.6,1.4,0.415,0.42,0.6,0.9,0.6,1.1,1.6,2.7,0.9,0.2,0.1,0.4,1.1,1.8
548.0,Ivica Zubac,C,26,LAC,46,46.0,26.7,5.1,7.8,0.655,0.0,0.0,5.1,7.8,0.655,0.655,1.7,2.6,0.667,3.0,6.4,9.5,1.3,0.2,1.3,1.2,2.8,12.0,
