Rk	First Name	Last Name	Pos	Age	Tm	G	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	FTA	FT%	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS
137.0	Simone	Fontecchio	SF	28	UTA	37	21.0	22.5	3.2	7.1	0.449	1.8	4.6	0.39	1.4	2.5	0.56	0.576	0.7	0.9	0.771	0.9	2.3	3.2	1.3	0.6	0.4	1.1	1.7	8.9
138.0	Jordan	Ford	PG	25	SAC	6	0.0	3.7	0.7	1.2	0.571	0.3	0.5	0.667	0.3	0.7	0.5	0.714	0.3	0.3	1.0	0.0	0.3	0.3	0.3	0.0	0.0	0.2	0.0	2.0
139.0	Trent	Forrest	SG	25	ATL	11	0.0	10.2	0.9	2.3	0.4	0.0	0.3	0.0	0.9	2.0	0.455	0.4	0.5	0.5	1.0	0.4	1.2	1.5	1.7	0.3	0.1	0.5	1.0	2.4
140.0	Evan	Fournier	SG	31	NYK	2	0.0	16.5	2.0	8.0	0.25	1.0	6.0	0.167	1.0	2.0	0.5	0.313	1.0	1.0	1.0	0.0	1.5	1.5	1.5	2.0	0.0	0.5	1.0	6.0
141.0	De'Aaron	Fox	PG	26	SAC	31	31.0	35.2	10.0	21.1	0.472	3.3	8.3	0.393	6.7	12.8	0.524	0.55	4.7	6.6	0.717	0.9	3.3	4.2	5.8	1.6	0.4	2.6	2.5	27.9
142.0	Alex	Fudge	SF	20	LAL	4	0.0	3.5	0.3	1.5	0.167	0.0	0.5	0.0	0.3	1.0	0.25	0.167	0.5	0.5	1.0	0.5	0.0	0.5	0.0	0.0	0.0	0.3	0.3	1.0
143.0	Markelle	Fultz	PG	25	ORL	7	5.0	24.4	4.1	9.3	0.446	0.0	0.4	0.0	4.1	8.9	0.468	0.446	0.4	1.1	0.375	1.3	1.9	3.1	3.7	1.0	0.3	1.0	0.9	8.7
145.0	Danilo	Gallinari	PF	35	WAS	26	0.0	14.8	2.2	5.0	0.435	0.8	2.5	0.313	1.4	2.6	0.552	0.511	1.8	2.2	0.839	0.5	2.5	2.9	1.2	0.2	0.1	0.5	1.0	7.0
146.0	Darius	Garland	PG	24	CLE	20	20.0	34.0	7.6	16.1	0.47	1.8	5.2	0.346	5.8	10.9	0.53	0.526	3.8	4.6	0.835	0.6	2.2	2.8	5.9	1.6	0.2	3.8	1.6	20.7
148.0	Luka	Garza	C	25	MIN	7	0.0	3.1	0.7	2.3	0.313	0.0	0.7	0.0	0.7	1.6	0.455	0.313	0.7	1.1	0.625	0.6	0.6	1.1	0.3	0.0	0.0	0.3	1.0	2.1
150.0	Keyonte	George	PG	20	UTA	33	16.0	25.0	3.5	9.4	0.369	1.7	5.2	0.331	1.7	4.2	0.416	0.461	2.2	2.8	0.787	0.4	2.6	3.0	4.5	0.5	0.1	2.1	1.1	10.9
151.0	Paul	George	PF	33	LAC	35	35.0	34.6	8.2	17.7	0.463	3.5	8.4	0.414	4.7	9.3	0.508	0.561	3.5	3.8	0.918	0.7	4.9	5.6	3.8	1.6	0.4	2.1	3.0	23.4
153.0	Josh	Giddey	SG	21	OKC	36	36.0	25.0	4.9	10.7	0.464	1.0	2.6	0.372	4.0	8.1	0.493	0.509	1.1	1.4	0.816	1.4	4.8	6.1	4.7	0.8	0.5	2.4	1.3	12.0
154.0	Harry	Giles	C	25	BRK	11	0.0	5.6	1.6	3.2	0.514	0.1	0.6	0.143	1.5	2.5	0.607	0.529	0.5	1.0	0.545	0.8	0.8	1.6	0.3	0.1	0.3	0.3	0.8	3.9
155.0	Shai	Gilgeous-Alexander	PG	25	OKC	36	36.0	34.4	11.3	20.3	0.555	1.2	3.5	0.352	10.1	16.8	0.597	0.585	7.6	8.6	0.89	0.8	5.1	5.9	6.3	2.3	0.8	2.0	2.6	31.4
156.0	Anthony	Gill	PF	31	WAS	23	0.0	6.3	0.9	1.9	0.488	0.0	0.4	0.1	0.9	1.4	0.606	0.5	0.5	0.7	0.75	0.5	0.9	1.4	0.4	0.1	0.3	0.4	0.5	2.4
157.0	Collin	Gillespie	PG	24	DEN	13	0.0	7.3	0.8	1.8	0.435	0.3	1.0	0.308	0.5	0.8	0.6	0.522	0.3	0.4	0.8	0.1	0.3	0.4	0.7	0.4	0.0	0.4	0.8	2.2
158.0	Jacob	Gilyard	PG	25	MEM	20	8.0	15.6	1.3	3.1	0.426	1.2	2.6	0.442	0.2	0.5	0.333	0.615	0.1	0.1	1.0	0.3	0.7	1.0	3.0	0.6	0.1	0.7	1.0	3.8
159.0	Rudy	Gobert	C	31	MIN	36	36.0	32.5	4.9	7.8	0.626	0.0	0.0	0.0	4.9	7.8	0.629	0.626	3.0	4.8	0.626	3.4	8.6	12.0	1.2	0.8	2.1	1.7	2.8	12.8
160.0	Jordan	Goodwin	PG	25	PHO	34	0.0	15.8	2.0	5.3	0.37	0.7	2.3	0.291	1.3	3.0	0.431	0.434	0.7	0.8	0.852	1.1	2.3	3.4	2.2	0.6	0.2	0.8	1.2	5.3
161.0	Aaron	Gordon	PF	28	DEN	33	33.0	31.5	5.5	10.2	0.546	0.6	1.9	0.317	4.9	8.2	0.599	0.576	2.1	3.3	0.636	2.8	3.8	6.6	3.2	0.9	0.6	1.3	1.7	13.8
162.0	Eric	Gordon	SG	35	PHO	32	19.0	31.0	4.9	10.8	0.454	2.6	6.7	0.393	2.3	4.1	0.553	0.575	0.8	1.1	0.765	0.3	1.8	2.1	2.3	0.9	0.5	1.3	1.4	13.3
163.0	Devonte'	Graham	PG	28	SAS	7	0.0	9.7	1.0	2.7	0.368	0.6	1.7	0.333	0.4	1.0	0.429	0.474	0.9	1.1	0.75	0.3	1.1	1.4	2.4	0.3	0.1	0.4	0.4	3.4
164.0	Jerami	Grant	PF	29	POR	33	33.0	33.7	7.4	16.0	0.46	2.3	5.5	0.415	5.1	10.5	0.484	0.532	4.3	5.4	0.799	0.6	2.9	3.5	2.5	0.7	0.7	2.2	2.3	21.4
165.0	A.J.	Green	SG	24	MIL	24	0.0	7.3	1.2	2.5	0.467	1.0	2.2	0.442	0.2	0.3	0.625	0.658	0.1	0.1	1.0	0.2	0.6	0.8	0.6	0.0	0.0	0.0	0.8	3.4
167.0	Draymond	Green	PF	33	GSW	15	15.0	25.1	3.4	6.9	0.49	1.2	2.8	0.429	2.2	4.1	0.532	0.577	1.7	2.0	0.833	1.5	4.1	5.5	5.8	0.4	0.7	2.4	3.0	9.7
168.0	Jalen	Green	SG	21	HOU	36	36.0	30.4	5.8	14.3	0.403	2.2	6.4	0.346	3.5	7.9	0.449	0.481	3.6	4.5	0.795	0.4	4.3	4.6	3.3	0.6	0.3	2.2	1.3	17.3
169.0	Jeff	Green	PF	37	HOU	35	1.0	16.5	2.2	4.1	0.545	0.4	1.2	0.302	1.9	2.9	0.65	0.591	1.9	2.3	0.815	0.7	1.3	2.0	0.8	0.1	0.5	0.7	1.5	6.7
170.0	Josh	Green	SG	23	DAL	27	10.0	25.1	2.7	5.9	0.465	1.0	2.9	0.354	1.7	3.0	0.575	0.553	0.5	0.9	0.583	0.5	2.3	2.8	2.4	0.9	0.2	0.9	1.7	7.0
171.0	AJ	Griffin	SF	20	ATL	13	0.0	9.0	0.8	2.8	0.297	0.7	2.2	0.321	0.2	0.7	0.222	0.419	0.2	0.2	1.0	0.2	0.8	0.9	0.3	0.1	0.0	0.5	0.5	2.5
172.0	Quentin	Grimes	SG	23	NYK	35	18.0	20.1	2.5	6.1	0.404	1.8	4.7	0.39	0.6	1.4	0.449	0.554	0.3	0.5	0.625	0.3	1.4	1.7	1.1	0.7	0.1	0.5	1.5	7.0
174.0	Rui	Hachimura	PF	25	LAL	25	5.0	23.5	4.5	9.2	0.485	1.1	3.0	0.368	3.4	6.2	0.542	0.545	1.5	2.0	0.76	0.8	2.8	3.6	1.1	0.7	0.2	0.8	1.4	11.6
175.0	Tyrese	Haliburton	PG	23	IND	33	33.0	33.4	8.4	16.9	0.497	3.4	8.4	0.403	5.0	8.5	0.591	0.597	3.4	3.9	0.868	0.6	3.6	4.2	12.5	1.1	0.7	2.5	1.1	23.6
176.0	R.J.	Hampton	PG	22	MIA	8	2.0	9.5	0.5	1.8	0.286	0.1	1.0	0.125	0.4	0.8	0.5	0.321	0.1	0.3	0.5	0.3	0.5	0.8	1.0	0.0	0.0	0.4	1.0	1.3
177.0	Tim	Hardaway	Jr.	SF	31	DAL	36.0	5.0	29.1	6.0	14.4	0.418	3.2	8.8	0.358	2.8	5.5	0.513	0.528	2.3	2.7	0.865	0.3	3.3	3.7	1.8	0.4	0.0	0.8	1.4
178.0	James	Harden	PG	34	LAC	32	32.0	33.9	5.1	11.1	0.463	2.7	6.4	0.426	2.4	4.7	0.513	0.586	4.3	4.9	0.873	0.3	4.4	4.8	8.4	1.3	0.8	2.7	2.1	17.3
179.0	Jaden	Hardy	SG	21	DAL	34	4.0	15.5	2.9	7.6	0.381	1.3	3.8	0.349	1.6	3.8	0.414	0.469	0.8	1.2	0.683	0.3	1.8	2.1	1.7	0.4	0.1	0.7	1.2	7.9
181.0	Gary	Harris	SG	29	ORL	27	6.0	22.8	2.4	5.7	0.429	1.3	4.0	0.333	1.1	1.7	0.652	0.545	0.9	1.1	0.774	0.5	1.2	1.7	1.9	0.9	0.2	0.5	1.7	7.1
182.0	Joe	Harris	SG	32	DET	14	0.0	10.9	0.9	2.6	0.361	0.7	2.1	0.345	0.2	0.5	0.429	0.5	0.1	0.1	0.5	0.2	0.7	0.9	0.6	0.2	0.1	0.2	1.3	2.6
183.0	Tobias	Harris	PF	31	PHI	35	35.0	33.9	6.7	13.1	0.51	1.2	3.3	0.359	5.5	9.7	0.562	0.556	2.9	3.2	0.885	1.0	5.2	6.2	3.1	0.9	0.5	1.6	1.7	17.4
185.0	Josh	Hart	SF	28	NYK	38	6.0	28.2	2.8	6.4	0.444	0.9	2.8	0.324	1.9	3.6	0.536	0.514	0.7	0.9	0.794	1.2	5.0	6.2	2.8	0.8	0.2	1.2	1.9	7.3
186.0	Isaiah	Hartenstein	C	25	NYK	38	12.0	24.4	2.6	4.3	0.605	0.0	0.1	0.333	2.6	4.2	0.61	0.608	1.4	2.0	0.701	3.2	4.7	7.9	1.8	1.2	1.1	1.1	2.9	6.6
187.0	Sam	Hauser	SF	26	BOS	37	4.0	22.1	3.0	6.6	0.451	2.4	5.7	0.419	0.6	0.9	0.647	0.631	0.3	0.4	0.846	0.8	2.8	3.6	0.9	0.5	0.3	0.5	1.5	8.6
188.0	Jordan	Hawkins	SG	21	NOP	33	9.0	22.2	3.4	8.8	0.39	2.1	5.6	0.371	1.3	3.2	0.423	0.509	1.4	1.7	0.855	0.5	2.3	2.8	1.4	0.3	0.1	0.7	1.5	10.4
189.0	Jaxson	Hayes	C	23	LAL	32	1.0	10.3	1.3	1.9	0.672	0.0	0.1	0.0	1.3	1.8	0.719	0.672	0.5	0.9	0.536	0.5	1.3	1.8	0.3	0.2	0.4	0.6	1.9	3.0
190.0	Killian	Hayes	PG	22	DET	33	23.0	24.7	3.0	7.6	0.4	0.6	2.0	0.292	2.5	5.6	0.438	0.438	0.9	1.4	0.674	0.3	2.6	2.9	4.6	1.0	0.5	1.3	1.8	7.6
191.0	Gordon	Hayward	SF	33	CHO	25	25.0	31.9	5.6	11.9	0.468	0.9	2.4	0.361	4.7	9.4	0.496	0.505	2.5	3.2	0.765	1.0	3.7	4.7	4.6	1.1	0.5	2.0	1.8	14.5
192.0	Scoot	Henderson	PG	19	POR	28	13.0	27.9	4.5	12.4	0.36	1.2	4.1	0.293	3.3	8.3	0.394	0.409	2.0	2.7	0.76	0.9	2.1	3.0	4.9	0.6	0.3	3.2	3.4	12.2
193.0	Taylor	Hendricks	PF	20	UTA	12	0.0	14.8	1.8	4.7	0.375	0.8	2.8	0.303	0.9	1.9	0.478	0.464	0.5	0.7	0.75	0.9	1.4	2.3	0.4	0.7	0.6	0.8	0.9	4.8
194.0	Tyler	Herro	SG	24	MIA	19	19.0	34.3	8.3	19.1	0.435	3.2	7.8	0.412	5.1	11.3	0.451	0.519	2.6	3.0	0.86	0.6	4.7	5.3	4.5	1.3	0.1	2.4	1.5	22.4
195.0	Buddy	Hield	SF	31	IND	37	17.0	25.6	4.6	10.6	0.431	2.8	7.4	0.375	1.8	3.2	0.558	0.561	0.6	0.7	0.84	0.7	2.5	3.2	2.5	0.8	0.6	1.4	2.0	12.5
196.0	Haywood	Highsmith	PF	27	MIA	23	16.0	21.5	2.3	5.5	0.421	1.2	3.3	0.364	1.1	2.1	0.51	0.532	0.6	0.8	0.778	0.9	2.1	3.0	1.4	1.0	0.6	0.8	2.1	6.4
198.0	D'Moi	Hodge	SG	25	LAL	7	0.0	5.9	0.7	2.1	0.333	0.4	1.7	0.25	0.3	0.4	0.667	0.433	0.1	0.3	0.5	0.0	0.0	0.0	0.7	0.1	0.1	0.1	0.6	2.0
199.0	Aaron	Holiday	PG	27	HOU	34	1.0	18.0	2.5	5.7	0.436	1.3	3.1	0.411	1.2	2.6	0.466	0.549	0.6	0.7	0.917	0.3	1.7	2.0	1.7	0.5	0.1	0.8	1.6	6.9
200.0	Jrue	Holiday	PG	33	BOS	35	35.0	34.1	4.9	10.9	0.451	1.9	4.7	0.396	3.1	6.2	0.493	0.537	1.1	1.4	0.8	1.5	4.8	6.4	4.6	0.9	0.8	2.0	1.7	12.8
203.0	Chet	Holmgren	C	21	OKC	37	37.0	29.8	6.8	12.1	0.559	1.7	4.2	0.401	5.1	7.8	0.645	0.63	2.8	3.5	0.797	1.5	5.8	7.3	2.7	0.6	2.5	1.7	2.7	18.0
204.0	Jalen	Hood-Schifino	SG	20	LAL	9	0.0	8.3	0.8	3.4	0.226	0.1	1.0	0.111	0.7	2.4	0.273	0.242	0.6	1.1	0.5	0.2	0.7	0.9	0.6	0.2	0.1	0.6	1.0	2.2
205.0	Al	Horford	C	37	BOS	31	14.0	27.1	2.9	6.0	0.487	1.5	3.9	0.397	1.4	2.1	0.652	0.615	0.3	0.4	0.833	1.4	5.5	6.9	3.0	0.5	1.1	0.9	1.6	7.7
206.0	Talen	Horton-Tucker	PG	23	UTA	30	11.0	22.0	4.1	10.0	0.411	1.2	3.7	0.333	2.9	6.3	0.457	0.473	1.6	2.0	0.787	0.4	2.1	2.5	4.2	1.1	0.4	1.7	2.1	11.0
207.0	Danuel	House	Jr.	SF	30	PHI	22.0	0.0	12.4	1.1	2.7	0.417	0.5	1.5	0.344	0.6	1.3	0.5	0.508	0.6	0.9	0.737	0.4	1.0	1.3	0.8	0.3	0.0	0.6	0.8
208.0	Caleb	Houstan	SF	21	ORL	28	2.0	14.7	1.6	3.8	0.415	1.4	3.5	0.388	0.2	0.3	0.75	0.594	0.5	0.6	0.813	0.5	1.3	1.8	0.6	0.3	0.0	0.3	1.1	5.0
209.0	Jett	Howard	SF	20	ORL	9	0.0	4.0	0.6	1.8	0.313	0.3	1.3	0.25	0.2	0.4	0.5	0.406	0.1	0.2	0.5	0.1	0.3	0.4	0.3	0.0	0.0	0.2	0.1	1.6
210.0	Kevin	Huerter	SG	25	SAC	36	31.0	22.9	3.6	8.6	0.416	1.7	5.1	0.33	1.9	3.4	0.545	0.515	0.7	0.9	0.806	0.5	3.0	3.6	2.5	0.6	0.3	0.6	2.0	9.5
212.0	De'Andre	Hunter	SF	26	ATL	24	24.0	30.3	5.1	11.0	0.46	1.9	4.8	0.404	3.2	6.3	0.503	0.547	2.8	3.1	0.907	0.6	3.5	4.1	1.4	0.8	0.4	1.5	3.0	14.9
213.0	Bones	Hyland	PG	23	LAC	16	2.0	14.6	2.6	6.7	0.393	1.3	3.4	0.364	1.4	3.3	0.423	0.486	0.6	0.8	0.833	0.1	0.8	0.9	1.8	0.5	0.1	1.3	1.4	7.1
214.0	Joe	Ingles	SF	36	ORL	24	0.0	18.2	1.6	3.9	0.404	1.0	2.5	0.407	0.6	1.5	0.4	0.532	0.7	0.8	0.895	0.5	2.3	2.8	3.4	0.8	0.1	0.8	1.5	4.9
215.0	Brandon	Ingram	SF	26	NOP	35	35.0	33.1	8.3	16.5	0.5	1.3	3.8	0.353	6.9	12.7	0.544	0.541	4.2	5.1	0.82	0.6	4.0	4.6	5.4	0.8	0.5	2.5	2.2	22.0
216.0	Kyrie	Irving	SG	31	DAL	23	23.0	32.6	9.2	19.1	0.483	2.9	6.7	0.426	6.3	12.3	0.514	0.558	3.5	3.9	0.889	0.9	4.0	5.0	5.3	1.4	0.5	1.6	1.8	24.8
217.0	Jonathan	Isaac	PF	26	ORL	21	0.0	13.6	2.3	5.0	0.453	0.6	2.2	0.277	1.7	2.8	0.593	0.514	1.2	1.5	0.781	1.1	3.0	4.1	0.3	0.9	1.2	0.6	1.3	6.4
218.0	Jaden	Ivey	SG	21	DET	34	18.0	25.8	4.6	10.1	0.451	1.2	3.8	0.308	3.4	6.3	0.537	0.509	3.0	4.0	0.752	1.3	2.3	3.6	3.3	0.8	0.6	2.2	2.8	13.3
219.0	Andre	Jackson	Jr.	SG	22	MIL	32.0	6.0	10.5	0.9	1.9	0.5	0.4	1.0	0.394	0.5	0.8	0.63	0.608	0.2	0.2	0.857	0.8	1.0	1.8	1.0	0.3	0.1	0.5	1.8
220.0	Gregory	Jackson	II	PF	19	MEM	5.0	0.0	4.2	0.6	2.4	0.25	0.4	1.2	0.333	0.2	1.2	0.167	0.333	0.0	0.0	0.2	0.4	0.6	0.0	0.2	0.2	0.2	0.4	1.6
221.0	Isaiah	Jackson	C	22	IND	29	1.0	13.9	2.8	4.1	0.681	0.0	0.1	0.0	2.8	4.0	0.692	0.681	1.4	2.1	0.7	1.5	2.7	4.2	0.9	0.6	1.3	0.7	2.8	7.0
222.0	Jaren	Jackson	Jr.	C	24	MEM	36.0	36.0	31.6	7.3	15.7	0.461	1.8	5.1	0.352	5.5	10.7	0.513	0.518	5.0	6.0	0.837	1.3	4.4	5.8	1.7	0.8	1.8	2.0	3.6
223.0	Reggie	Jackson	PG	33	DEN	39	14.0	23.3	4.7	10.2	0.465	1.4	3.8	0.378	3.3	6.4	0.516	0.535	0.9	1.3	0.74	0.4	1.7	2.1	4.4	0.6	0.2	1.4	2.0	11.9
225.0	LeBron	James	PF	39	LAL	36	36.0	34.3	9.2	17.6	0.521	2.1	5.5	0.389	7.1	12.1	0.581	0.582	4.2	5.7	0.732	0.9	6.3	7.2	7.6	1.4	0.6	3.3	1.1	24.7
226.0	Jaime	Jaquez	Jr.	SF	22	MIA	37.0	13.0	30.5	5.3	10.4	0.51	1.1	3.1	0.36	4.2	7.4	0.574	0.563	2.1	2.5	0.83	1.2	2.6	3.8	2.7	1.1	0.3	1.7	2.5
227.0	DaQuan	Jeffries	SG	26	NYK	10	0.0	3.0	0.5	1.2	0.417	0.1	0.5	0.2	0.4	0.7	0.571	0.458	0.0	0.2	0.0	0.0	0.5	0.5	0.2	0.0	0.0	0.1	0.2	1.1
229.0	Isaiah	Joe	SG	24	OKC	37	0.0	19.4	3.1	6.8	0.456	2.2	5.1	0.426	0.9	1.6	0.55	0.618	0.8	0.9	0.824	0.2	2.0	2.2	1.1	0.6	0.3	0.6	1.1	9.1
230.0	Cameron	Johnson	PF	27	BRK	30	30.0	29.0	5.3	11.5	0.46	2.6	6.3	0.411	2.7	5.2	0.519	0.572	1.3	1.8	0.717	1.2	3.6	4.8	2.4	0.8	0.2	1.0	2.0	14.5
231.0	Jalen	Johnson	SF	22	ATL	22	19.0	31.3	6.1	10.4	0.585	1.2	3.0	0.4	4.9	7.5	0.659	0.642	2.0	2.5	0.818	1.4	7.2	8.5	3.0	1.1	0.9	1.9	2.4	15.4
233.0	Keldon	Johnson	SF	24	SAS	34	26.0	32.2	6.3	13.9	0.455	1.9	5.5	0.346	4.4	8.4	0.526	0.523	3.0	3.8	0.777	1.4	4.8	6.1	3.8	0.9	0.2	1.6	2.5	17.5
234.0	Keon	Johnson	SG	21	BRK	1	0.0	21.0	3.0	8.0	0.375	2.0	4.0	0.5	1.0	4.0	0.25	0.5	4.0	4.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0
236.0	Nikola	Jokić	C	28	DEN	38	38.0	33.3	9.8	17.2	0.574	1.1	3.0	0.348	8.8	14.1	0.622	0.604	4.8	5.8	0.819	2.8	9.0	11.8	9.2	1.2	0.9	2.8	2.6	25.5
237.0	Colby	Jones	SG	21	SAC	14	0.0	7.3	1.1	2.7	0.421	0.1	0.9	0.083	1.1	1.9	0.577	0.434	0.1	0.2	0.667	0.6	0.7	1.3	0.4	0.2	0.1	0.3	0.9	2.5
238.0	Damian	Jones	C	28	CLE	15	0.0	5.4	0.7	1.1	0.588	0.1	0.2	0.333	0.6	0.9	0.643	0.618	0.1	0.2	0.667	0.3	0.8	1.1	0.3	0.1	0.2	0.3	0.6	1.5
239.0	Derrick	Jones	Jr.	SF	26	DAL	38.0	37.0	26.0	3.8	7.9	0.477	1.4	4.1	0.34	2.4	3.8	0.625	0.565	1.3	1.8	0.729	1.3	2.5	3.8	1.0	0.9	0.9	0.9	1.8
240.0	Herbert	Jones	SF	25	NOP	35	35.0	29.3	3.7	7.9	0.475	1.3	3.4	0.367	2.5	4.5	0.558	0.554	2.0	2.3	0.873	1.2	2.6	3.8	2.5	1.3	1.0	1.3	2.9	10.7
241.0	Tre	Jones	PG	24	SAS	32	3.0	24.3	3.5	7.3	0.483	0.5	2.1	0.239	3.0	5.2	0.582	0.517	1.2	1.4	0.864	0.7	2.2	2.9	4.9	0.8	0.2	1.5	1.3	8.7
242.0	Tyus	Jones	PG	27	WAS	37	37.0	27.9	5.3	10.0	0.526	1.6	3.7	0.431	3.7	6.3	0.581	0.605	0.5	0.7	0.731	0.3	2.5	2.8	5.5	1.2	0.3	0.9	0.7	12.6
244.0	Cory	Joseph	PG	32	GSW	18	0.0	10.4	0.6	2.3	0.262	0.3	1.5	0.185	0.3	0.8	0.4	0.321	0.2	0.4	0.571	0.2	0.6	0.8	1.7	0.2	0.1	0.6	0.9	1.7
245.0	Nikola	Jović	PF	20	MIA	11	6.0	17.0	2.3	4.7	0.481	1.3	2.7	0.467	1.0	2.0	0.5	0.615	0.8	1.4	0.6	0.8	4.0	4.8	2.4	0.5	0.4	0.8	2.5	6.6
247.0	Luke	Kennard	SG	27	MEM	14	2.0	21.2	2.8	6.8	0.411	2.2	5.4	0.413	0.6	1.4	0.4	0.574	0.8	0.8	1.0	0.4	2.6	3.1	2.3	0.5	0.1	0.6	0.9	8.6
248.0	Walker	Kessler	C	22	UTA	31	13.0	24.1	4.0	6.3	0.639	0.1	0.5	0.25	3.9	5.7	0.674	0.649	0.7	1.3	0.538	2.7	5.1	7.7	0.7	0.5	2.6	1.1	2.1	8.8
249.0	Braxton	Key	SF	26	DEN	12	0.0	3.7	0.4	1.2	0.357	0.1	0.3	0.25	0.3	0.8	0.4	0.393	0.3	0.4	0.8	0.2	0.7	0.8	0.7	0.2	0.0	0.0	0.3	1.3
250.0	Corey	Kispert	SF	24	WAS	36	1.0	22.2	4.1	8.6	0.484	2.0	5.4	0.371	2.1	3.2	0.675	0.601	1.4	1.9	0.735	0.4	1.7	2.1	1.5	0.3	0.2	1.0	1.6	11.7
251.0	Maxi	Kleber	C	32	DAL	5	1.0	18.0	0.8	3.2	0.25	0.6	1.8	0.333	0.2	1.4	0.143	0.344	1.2	2.0	0.6	0.8	3.4	4.2	2.0	0.2	0.2	0.8	1.6	3.4
252.0	Kevin	Knox	SF	24	DET	20	5.0	17.9	3.2	6.7	0.481	1.3	3.5	0.357	2.0	3.2	0.619	0.575	0.6	0.7	0.857	0.7	1.7	2.3	0.7	0.5	0.3	0.7	1.6	8.3
253.0	John	Konchar	SF	27	MEM	29	2.0	16.3	1.1	3.1	0.367	0.6	2.0	0.31	0.5	1.1	0.469	0.467	0.3	0.4	0.818	1.0	2.9	3.9	1.3	0.7	0.7	0.4	0.9	3.2
254.0	Furkan	Korkmaz	SG	26	PHI	21	0.0	6.7	0.7	1.8	0.378	0.2	0.9	0.263	0.4	0.9	0.5	0.446	0.3	0.4	0.778	0.0	0.4	0.5	0.5	0.5	0.0	0.3	0.4	1.9
256.0	Jonathan	Kuminga	PF	21	GSW	36	15.0	22.8	4.7	9.4	0.503	0.7	2.5	0.27	4.1	6.9	0.586	0.538	2.6	3.8	0.699	1.2	2.9	4.1	1.6	0.6	0.3	1.5	2.1	12.8
257.0	Kyle	Kuzma	PF	28	WAS	37	37.0	31.1	8.7	18.9	0.459	2.4	6.8	0.344	6.3	12.1	0.523	0.521	2.5	3.3	0.777	1.0	5.2	6.2	4.2	0.4	0.5	2.7	2.1	22.2
258.0	Jock	Landale	C	28	HOU	21	0.0	8.7	0.7	2.0	0.349	0.1	0.7	0.143	0.6	1.4	0.448	0.372	0.4	0.5	0.8	0.9	0.9	1.8	0.5	0.2	0.3	0.4	1.0	1.9
259.0	Jake	LaRavia	PF	22	MEM	9	0.0	11.2	1.2	3.7	0.333	0.3	2.2	0.15	0.9	1.4	0.615	0.379	0.1	0.2	0.5	0.6	0.8	1.3	0.6	0.1	0.0	0.4	1.7	2.9
260.0	Zach	LaVine	SG	28	CHI	21	19.0	35.3	7.0	15.8	0.446	2.4	7.0	0.34	4.7	8.8	0.53	0.521	3.9	4.5	0.853	0.4	4.8	5.2	3.7	1.0	0.3	2.1	2.1	20.3
261.0	A.J.	Lawson	SG	23	DAL	16	0.0	10.3	1.8	3.7	0.475	0.6	1.9	0.333	1.1	1.8	0.621	0.559	0.6	0.9	0.714	0.5	0.9	1.4	0.6	0.6	0.1	0.5	0.8	4.8
262.0	Saben	Lee	PG	24	PHO	10	0.0	6.9	0.8	1.9	0.421	0.0	0.4	0.0	0.8	1.5	0.533	0.421	1.3	1.7	0.765	0.5	0.5	1.0	1.1	0.3	0.3	0.4	0.6	2.9
263.0	Alex	Len	C	30	SAC	13	0.0	9.0	1.2	1.8	0.652	0.0	0.1	0.0	1.2	1.7	0.682	0.652	0.3	0.8	0.4	1.4	2.2	3.6	1.3	0.2	0.6	0.5	0.8	2.6
264.0	Kawhi	Leonard	SF	32	LAC	33	33.0	34.6	8.9	17.2	0.518	2.3	5.3	0.432	6.6	11.9	0.556	0.585	3.9	4.4	0.877	1.1	4.9	6.0	3.5	1.7	0.8	1.6	1.5	24.0
265.0	Caris	LeVert	SG	29	CLE	29	1.0	29.0	5.9	13.7	0.431	2.0	5.7	0.348	3.9	8.0	0.489	0.503	2.6	3.5	0.745	0.4	3.0	3.4	4.0	1.1	0.4	1.5	1.6	16.4
266.0	Kira	Lewis	Jr.	PG	22	NOP	14.0	0.0	9.7	1.1	3.6	0.32	0.1	1.4	0.105	1.0	2.2	0.452	0.34	0.6	0.6	0.889	0.3	0.6	0.9	1.3	0.4	0.1	0.5	0.6
268.0	E.J.	Liddell	PF	23	NOP	5	0.0	3.0	0.2	1.0	0.2	0.0	0.8	0.0	0.2	0.2	1.0	0.2	0.4	0.4	1.0	0.0	0.4	0.4	0.0	0.0	0.4	0.4	0.4	0.8
269.0	Damian	Lillard	PG	33	MIL	35	35.0	35.2	7.3	17.0	0.43	3.0	8.6	0.352	4.3	8.4	0.508	0.518	7.4	8.0	0.918	0.6	3.7	4.3	6.8	1.0	0.2	2.5	1.7	25.0
270.0	Nassir	Little	SF	23	PHO	24	2.0	15.2	1.9	3.8	0.489	0.7	2.1	0.32	1.2	1.8	0.69	0.576	0.7	0.8	0.85	0.6	1.9	2.5	0.7	0.4	0.3	0.5	1.3	5.1
271.0	Dereck	Lively	II	C	19	DAL	29.0	28.0	25.2	4.0	5.5	0.723	0.0	0.1	0.0	4.0	5.4	0.732	0.723	0.8	1.4	0.548	2.7	4.9	7.6	1.3	0.6	1.4	1.1	3.0
